reporting_period,fiscal_year,fiscal_quarter,fiscal_month,entity,legal_entity_code,currency,row_type,gl_account,gl_account_name,cost_center,department,region,product_line,customer_segment,category,subcategory,vendor_name,invoice_id,revenue,cogs,opex,amount,budget_revenue,budget_opex,budget_amount,variance_amount,headcount_allocated,fte_count,transaction_count,active_customers,arr_millions,net_revenue_retention_pct,logo_churn_pct,gross_margin_pct,ebitda,cash_collections,deferred_revenue,americas_pct,emea_pct,apac_pct,source_system,last_updated,preparer,notes
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-16,Paid Media,CC-G&A-AP,G&A,APAC,,,Paid Media,Paid Media - G&A,,AP-202309-101446,0,0,,50.74,,,52.41,-1.67,1.06,,32,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-25,Paid Media,CC-PEO-Am,People Ops,Americas,,,Paid Media,Paid Media - People Ops,CrowdStrike,AP-202309-101447,0,0,,605.35,,,625.30,-19.95,12.61,,8,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: CrowdStrike
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-59,Paid Media,CC-PEO-EM,People Ops,EMEA,,,Paid Media,Paid Media - People Ops,Figma,AP-202309-101448,0,0,,286.01,,,295.43,-9.42,5.96,,16,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Figma
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-92,Paid Media,CC-SEC-Am,Security,Americas,,,Paid Media,Paid Media - Security,,AP-202309-101449,0,0,,512.81,,,529.71,-16.90,10.68,,37,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-15,Events & Sponsorships,CC-FIN-Am,Finance,Americas,,,Events & Sponsorships,Events & Sponsorships - Finance,Twilio,AP-202309-101450,0,0,,5193.14,,,5364.25,-171.11,108.19,,22,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Twilio
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-22,Events & Sponsorships,CC-LEG-Am,Legal,Americas,,,Events & Sponsorships,Events & Sponsorships - Legal,,AP-202309-101451,0,0,,1619.88,,,1673.25,-53.37,33.75,,27,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-48,Software Subscriptions,CC-G&A-La,G&A,LatAm,,,Software Subscriptions,Software Subscriptions - G&A,Okta,AP-202309-101452,0,0,,2454.44,,,2535.32,-80.88,51.13,,45,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Okta
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-57,Software Subscriptions,CC-PEO-La,People Ops,LatAm,,,Software Subscriptions,Software Subscriptions - People Ops,HubSpot,AP-202309-101453,0,0,,2586.47,,,2671.70,-85.23,53.88,,40,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: HubSpot
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-11,Software Subscriptions,CC-PRO-Am,Product,Americas,,,Software Subscriptions,Software Subscriptions - Product,,AP-202309-101454,0,0,,2819.97,,,2912.89,-92.92,58.75,,9,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-38,Software Subscriptions,CC-PRO-AP,Product,APAC,,,Software Subscriptions,Software Subscriptions - Product,CrowdStrike,AP-202309-101455,0,0,,650.45,,,671.88,-21.43,13.55,,11,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: CrowdStrike
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-43,Cloud Hosting,CC-G&A-Am,G&A,Americas,,,Cloud Hosting,Cloud Hosting - G&A,Google Cloud,AP-202309-101456,0,0,,309.69,,,319.89,-10.20,6.45,,3,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Google Cloud
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-43,Cloud Hosting,CC-PRO-Am,Product,Americas,,,Cloud Hosting,Cloud Hosting - Product,Salesforce,AP-202309-101457,0,0,,1461.73,,,1509.90,-48.17,30.45,,22,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Salesforce
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-50,Customer Support Tools,CC-SAL-La,Sales,LatAm,,,Customer Support Tools,Customer Support Tools - Sales,,AP-202309-101458,0,0,,89.17,,,92.11,-2.94,1.86,,10,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-76,Customer Support Tools,CC-SEC-La,Security,LatAm,,,Customer Support Tools,Customer Support Tools - Security,HubSpot,AP-202309-101459,0,0,,118.24,,,122.14,-3.90,2.46,,34,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: HubSpot
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-51,Customer Support Tools,CC-MAR-La,Marketing,LatAm,,,Customer Support Tools,Customer Support Tools - Marketing,Zoom,AP-202309-101460,0,0,,39.28,,,40.57,-1.29,0.82,,31,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Zoom
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-47,Customer Support Tools,CC-MAR-Am,Marketing,Americas,,,Customer Support Tools,Customer Support Tools - Marketing,,AP-202309-101461,0,0,,24.79,,,25.61,-0.82,0.52,,6,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-73,R&D Contractors,CC-OPE-EM,Operations,EMEA,,,R&D Contractors,R&D Contractors - Operations,Salesforce,AP-202309-101462,0,0,,56.53,,,58.39,-1.86,1.18,,4,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Salesforce
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-59,R&D Contractors,CC-MAR-Am,Marketing,Americas,,,R&D Contractors,R&D Contractors - Marketing,Deloitte,AP-202309-101463,0,0,,88.35,,,91.26,-2.91,1.84,,13,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Deloitte
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-85,R&D Contractors,CC-PEO-Am,People Ops,Americas,,,R&D Contractors,R&D Contractors - People Ops,,AP-202309-101464,0,0,,66.75,,,68.95,-2.20,1.39,,34,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-56,Legal & Compliance,CC-SAL-Am,Sales,Americas,,,Legal & Compliance,Legal & Compliance - Sales,WeWork,AP-202309-101465,0,0,,1692.14,,,1747.89,-55.75,35.25,,25,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: WeWork
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-18,Legal & Compliance,CC-PEO-EM,People Ops,EMEA,,,Legal & Compliance,Legal & Compliance - People Ops,Rippling,AP-202309-101466,0,0,,1499.02,,,1548.41,-49.39,31.23,,18,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Rippling
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-92,Legal & Compliance,CC-FIN-EM,Finance,EMEA,,,Legal & Compliance,Legal & Compliance - Finance,Figma,AP-202309-101467,0,0,,614.65,,,634.90,-20.25,12.81,,7,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Figma
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-40,Legal & Compliance,CC-SAL-La,Sales,LatAm,,,Legal & Compliance,Legal & Compliance - Sales,HubSpot,AP-202309-101468,0,0,,894.94,,,924.43,-29.49,18.64,,2,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: HubSpot
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-80,Accounting & Audit,CC-PEO-AP,People Ops,APAC,,,Accounting & Audit,Accounting & Audit - People Ops,,AP-202309-101469,0,0,,298.27,,,308.10,-9.83,6.21,,6,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-60,Accounting & Audit,CC-G&A-La,G&A,LatAm,,,Accounting & Audit,Accounting & Audit - G&A,,AP-202309-101470,0,0,,45.59,,,47.09,-1.50,0.95,,33,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-44,Accounting & Audit,CC-FIN-AP,Finance,APAC,,,Accounting & Audit,Accounting & Audit - Finance,,AP-202309-101471,0,0,,1055.55,,,1090.33,-34.78,21.99,,24,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-61,Insurance,CC-FIN-EM,Finance,EMEA,,,Insurance,Insurance - Finance,,AP-202309-101472,0,0,,906.39,,,936.26,-29.87,18.88,,12,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-76,Insurance,CC-SEC-AP,Security,APAC,,,Insurance,Insurance - Security,Stripe,AP-202309-101473,0,0,,7056.48,,,7288.98,-232.50,147.01,,28,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Stripe
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-14,Office & Facilities,CC-PRO-EM,Product,EMEA,,,Office & Facilities,Office & Facilities - Product,,AP-202309-101474,0,0,,541.03,,,558.86,-17.83,11.27,,37,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-22,Office & Facilities,CC-CUS-EM,Customer Success,EMEA,,,Office & Facilities,Office & Facilities - Customer Success,,AP-202309-101475,0,0,,513.38,,,530.30,-16.92,10.7,,18,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-98,Travel,CC-FIN-La,Finance,LatAm,,,Travel,Travel - Finance,WeWork,AP-202309-101476,0,0,,1111.77,,,1148.40,-36.63,23.16,,18,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: WeWork
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-36,Travel,CC-PEO-EM,People Ops,EMEA,,,Travel,Travel - People Ops,,AP-202309-101477,0,0,,881.14,,,910.18,-29.04,18.36,,23,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-31,Meals & Entertainment,CC-DAT-La,Data Platform,LatAm,,,Meals & Entertainment,Meals & Entertainment - Data Platform,WeWork,AP-202309-101478,0,0,,505.99,,,522.67,-16.68,10.54,,21,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: WeWork
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-52,Meals & Entertainment,CC-LEG-Am,Legal,Americas,,,Meals & Entertainment,Meals & Entertainment - Legal,,AP-202309-101479,0,0,,1047.70,,,1082.23,-34.53,21.83,,30,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-52,Meals & Entertainment,CC-SAL-Am,Sales,Americas,,,Meals & Entertainment,Meals & Entertainment - Sales,CrowdStrike,AP-202309-101480,0,0,,1289.41,,,1331.89,-42.48,26.86,,2,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: CrowdStrike
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-96,Meals & Entertainment,CC-SAL-AP,Sales,APAC,,,Meals & Entertainment,Meals & Entertainment - Sales,Gusto,AP-202309-101481,0,0,,165.58,,,171.04,-5.46,3.45,,1,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Gusto
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-12,Recruiting,CC-PEO-Am,People Ops,Americas,,,Recruiting,Recruiting - People Ops,,AP-202309-101482,0,0,,418.10,,,431.88,-13.78,8.71,,37,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-74,Recruiting,CC-LEG-AP,Legal,APAC,,,Recruiting,Recruiting - Legal,Twilio,AP-202309-101483,0,0,,562.58,,,581.12,-18.54,11.72,,11,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Twilio
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-52,Recruiting,CC-SAL-Am,Sales,Americas,,,Recruiting,Recruiting - Sales,,AP-202309-101484,0,0,,1.19,,,1.23,-0.04,0.02,,29,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-94,Recruiting,CC-PEO-AP,People Ops,APAC,,,Recruiting,Recruiting - People Ops,Zoom,AP-202309-101485,0,0,,1036.78,,,1070.94,-34.16,21.6,,32,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Zoom
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-71,Training,CC-OPE-AP,Operations,APAC,,,Training,Training - Operations,Notion,AP-202309-101486,0,0,,3333.74,,,3443.59,-109.85,69.45,,8,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Notion
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-62,Training,CC-CUS-Am,Customer Success,Americas,,,Training,Training - Customer Success,,AP-202309-101487,0,0,,124.10,,,128.19,-4.09,2.59,,15,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-41,Training,CC-LEG-EM,Legal,EMEA,,,Training,Training - Legal,AWS,AP-202309-101488,0,0,,3227.01,,,3333.34,-106.33,67.23,,37,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: AWS
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-67,Depreciation,CC-FIN-Am,Finance,Americas,,,Depreciation,Depreciation - Finance,Intercom,AP-202309-101489,0,0,,4224.03,,,4363.21,-139.18,88.0,,34,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Intercom
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-52,Depreciation,CC-SAL-AP,Sales,APAC,,,Depreciation,Depreciation - Sales,Snowflake,AP-202309-101490,0,0,,2614.77,,,2700.93,-86.16,54.47,,26,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Snowflake
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-49,Depreciation,CC-SEC-La,Security,LatAm,,,Depreciation,Depreciation - Security,Zoom,AP-202309-101491,0,0,,1252.43,,,1293.70,-41.27,26.09,,13,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Zoom
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-65,Depreciation,CC-ENG-AP,Engineering,APAC,,,Depreciation,Depreciation - Engineering,HubSpot,AP-202309-101492,0,0,,541.96,,,559.81,-17.85,11.29,,30,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: HubSpot
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-76,Amortization,CC-PEO-EM,People Ops,EMEA,,,Amortization,Amortization - People Ops,LinkedIn,AP-202309-101493,0,0,,788.42,,,814.39,-25.97,16.43,,19,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: LinkedIn
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-46,Amortization,CC-SEC-EM,Security,EMEA,,,Amortization,Amortization - Security,,AP-202309-101494,0,0,,645.24,,,666.50,-21.26,13.44,,5,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-46,Amortization,CC-CUS-Am,Customer Success,Americas,,,Amortization,Amortization - Customer Success,Rippling,AP-202309-101495,0,0,,234.87,,,242.60,-7.73,4.89,,38,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Rippling
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-65,Amortization,CC-PRO-Am,Product,Americas,,,Amortization,Amortization - Product,AWS,AP-202309-101496,0,0,,789.49,,,815.50,-26.01,16.45,,23,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: AWS
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-28,Bank Fees,CC-DAT-EM,Data Platform,EMEA,,,Bank Fees,Bank Fees - Data Platform,Zoom,AP-202309-101497,0,0,,1941.53,,,2005.50,-63.97,40.45,,13,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Zoom
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-14,Bank Fees,CC-FIN-Am,Finance,Americas,,,Bank Fees,Bank Fees - Finance,,AP-202309-101498,0,0,,116.16,,,119.98,-3.82,2.42,,31,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-64,Bank Fees,CC-G&A-EM,G&A,EMEA,,,Bank Fees,Bank Fees - G&A,Okta,AP-202309-101499,0,0,,320.56,,,331.13,-10.57,6.68,,26,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Okta
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-49,Bank Fees,CC-PRO-AP,Product,APAC,,,Bank Fees,Bank Fees - Product,Notion,AP-202309-101500,0,0,,2045.37,,,2112.76,-67.39,42.61,,12,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Notion
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-80,Bad Debt,CC-MAR-AP,Marketing,APAC,,,Bad Debt,Bad Debt - Marketing,,AP-202309-101501,0,0,,1692.03,,,1747.78,-55.75,35.25,,13,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-82,Bad Debt,CC-CUS-AP,Customer Success,APAC,,,Bad Debt,Bad Debt - Customer Success,,AP-202309-101502,0,0,,3400.76,,,3512.81,-112.05,70.85,,41,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-22,Bad Debt,CC-PEO-EM,People Ops,EMEA,,,Bad Debt,Bad Debt - People Ops,CrowdStrike,AP-202309-101503,0,0,,3122.96,,,3225.86,-102.90,65.06,,9,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: CrowdStrike
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-97,Bad Debt,CC-DAT-La,Data Platform,LatAm,,,Bad Debt,Bad Debt - Data Platform,Twilio,AP-202309-101504,0,0,,540.34,,,558.15,-17.81,11.26,,23,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Twilio
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-63,Miscellaneous,CC-PEO-Am,People Ops,Americas,,,Miscellaneous,Miscellaneous - People Ops,AWS,AP-202309-101505,0,0,,636.31,,,657.28,-20.97,13.26,,6,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: AWS
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-75,Miscellaneous,CC-SAL-AP,Sales,APAC,,,Miscellaneous,Miscellaneous - Sales,Figma,AP-202309-101506,0,0,,838.16,,,865.78,-27.62,17.46,,24,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,Vendor: Figma
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-60,Miscellaneous,CC-SAL-AP,Sales,APAC,,,Miscellaneous,Miscellaneous - Sales,,AP-202309-101507,0,0,,1727.24,,,1784.15,-56.91,35.98,,9,,,,,,,,,,,,NetSuite,2023-09-28,accounting@novastack.io,
2023-09-01,2023,2023-Q3,9,NovaStack Analytics Inc.,NS-CONSOL,USD,KPI_SNAPSHOT,STAT-001,Monthly KPIs,CC-EXEC,Consolidated,Global,All,All,,,,,0,0,0,,137562.57,93413.72,,,,48,,152,1.63,107.7,2.38,75.54,11971.35,131803.54,47610.03,70.7,18.9,10.4,Looker,2023-09-28,bi@novastack.io,Consolidated KPI row — not included in GL roll-up
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-Am,Sales,Americas,Platform Core,Enterprise,,Platform Core,,REV-202310-101508,31480.13,7273.79,,,32428.66,,,-948.53,,,479,,,,,,,,,,,,NetSuite,2023-10-28,fp&a@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-EM,Product,EMEA,Analytics Pro,Mid-Market,,Analytics Pro,,REV-202310-101509,3717.40,2124.42,,,3829.41,,,-112.01,,,407,,,,,,,,,,,,NetSuite,2023-10-28,fp&a@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-EM,Sales,EMEA,Insights Add-on,Strategic,,Insights Add-on,,REV-202310-101510,3741.11,6337.93,,,3853.83,,,-112.72,,,465,,,,,,,,,,,,NetSuite,2023-10-28,fp&a@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-AP,Customer Success,APAC,API Usage,Mid-Market,,API Usage,,REV-202310-101511,56766.62,10501.55,,,58477.06,,,-1710.44,,,123,,,,,,,,,,,,NetSuite,2023-10-28,fp&a@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-EM,Product,EMEA,Professional Services,Strategic,,Professional Services,,REV-202310-101512,44453.24,7226.33,,,45792.66,,,-1339.42,,,178,,,,,,,,,,,,NetSuite,2023-10-28,fp&a@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-47,Payroll & Benefits,CC-SAL-EM,Sales,EMEA,,,Payroll & Benefits,Payroll & Benefits - Sales,Atlassian,AP-202310-101513,0,0,,423.17,,,430.35,-7.18,8.82,11,7,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Atlassian
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-60,Payroll & Benefits,CC-SEC-La,Security,LatAm,,,Payroll & Benefits,Payroll & Benefits - Security,Zoom,AP-202310-101514,0,0,,339.89,,,345.66,-5.77,7.08,7,45,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Zoom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-25,Contractors,CC-SAL-Am,Sales,Americas,,,Contractors,Contractors - Sales,,AP-202310-101515,0,0,,631.63,,,642.34,-10.71,13.16,,37,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-92,Contractors,CC-FIN-Am,Finance,Americas,,,Contractors,Contractors - Finance,Google Cloud,AP-202310-101516,0,0,,1107.46,,,1126.25,-18.79,23.07,,42,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Google Cloud
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-30,Sales Commissions,CC-PEO-La,People Ops,LatAm,,,Sales Commissions,Sales Commissions - People Ops,,AP-202310-101517,0,0,,2447.82,,,2489.35,-41.53,51.0,,23,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-77,Sales Commissions,CC-DAT-EM,Data Platform,EMEA,,,Sales Commissions,Sales Commissions - Data Platform,,AP-202310-101518,0,0,,168.35,,,171.20,-2.85,3.51,,25,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
