date,fiscal_year,fiscal_quarter,entity,row_type,gl_account,category,department,revenue,cogs,opex,amount,budget_revenue,budget_opex
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6341-RES,Research & Development,Consolidated,0,0,,10439.91,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6205-CLO,Cloud Infrastructure,Consolidated,0,0,,5714.39,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6249-G&A,G&A,Consolidated,0,0,,4835.26,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6362-PRO,Professional Services,Consolidated,0,0,,3491.71,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6302-TRA,Travel,Consolidated,0,0,,1805.53,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6277-DEP,Depreciation,Consolidated,0,0,,3109.24,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6716-OTH,Other Operating,Consolidated,0,0,,2252.74,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,156018.25,37965.05,108579.34,,164170.51,109120.67
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6256-PAY,Payroll & Benefits,Consolidated,0,0,,60792.89,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6878-SAL,Sales & Marketing,Consolidated,0,0,,20546.94,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6877-RES,Research & Development,Consolidated,0,0,,9055.36,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6771-CLO,Cloud Infrastructure,Consolidated,0,0,,4605.82,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6177-G&A,G&A,Consolidated,0,0,,4937.70,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6281-PRO,Professional Services,Consolidated,0,0,,2069.19,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6891-TRA,Travel,Consolidated,0,0,,2151.82,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6743-DEP,Depreciation,Consolidated,0,0,,2702.85,,
2025-03-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6605-OTH,Other Operating,Consolidated,0,0,,1716.77,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,167391.57,40027.41,114676.09,,171030.41,118600.30
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6575-PAY,Payroll & Benefits,Consolidated,0,0,,61910.94,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6872-SAL,Sales & Marketing,Consolidated,0,0,,21254.43,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6677-RES,Research & Development,Consolidated,0,0,,9319.10,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6878-CLO,Cloud Infrastructure,Consolidated,0,0,,6284.11,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6693-G&A,G&A,Consolidated,0,0,,4731.82,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6559-PRO,Professional Services,Consolidated,0,0,,3494.20,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6797-TRA,Travel,Consolidated,0,0,,1829.20,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6678-DEP,Depreciation,Consolidated,0,0,,3144.80,,
2025-04-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6758-OTH,Other Operating,Consolidated,0,0,,2707.49,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,170884.37,40780.51,113172.84,,180033.86,116679.56
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6750-PAY,Payroll & Benefits,Consolidated,0,0,,65599.83,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6739-SAL,Sales & Marketing,Consolidated,0,0,,19093.72,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6430-RES,Research & Development,Consolidated,0,0,,8970.89,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6984-CLO,Cloud Infrastructure,Consolidated,0,0,,5033.52,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6742-G&A,G&A,Consolidated,0,0,,4667.14,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6423-PRO,Professional Services,Consolidated,0,0,,3017.70,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6254-TRA,Travel,Consolidated,0,0,,2179.65,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6550-DEP,Depreciation,Consolidated,0,0,,2766.60,,
2025-05-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6169-OTH,Other Operating,Consolidated,0,0,,1843.79,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,169238.86,41573.93,117475.96,,178152.12,118102.42
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6580-PAY,Payroll & Benefits,Consolidated,0,0,,61301.00,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6552-SAL,Sales & Marketing,Consolidated,0,0,,23322.71,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6746-RES,Research & Development,Consolidated,0,0,,10958.73,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6410-CLO,Cloud Infrastructure,Consolidated,0,0,,5244.97,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6915-G&A,G&A,Consolidated,0,0,,5351.38,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6381-PRO,Professional Services,Consolidated,0,0,,3199.15,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6705-TRA,Travel,Consolidated,0,0,,1817.80,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6157-DEP,Depreciation,Consolidated,0,0,,2896.50,,
2025-06-01,2025,2025-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6460-OTH,Other Operating,Consolidated,0,0,,3383.72,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,173335.63,43060.97,115793.23,,180450.11,119717.26
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6619-PAY,Payroll & Benefits,Consolidated,0,0,,62655.86,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6175-SAL,Sales & Marketing,Consolidated,0,0,,21538.04,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6417-RES,Research & Development,Consolidated,0,0,,9522.11,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6572-CLO,Cloud Infrastructure,Consolidated,0,0,,6420.62,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6562-G&A,G&A,Consolidated,0,0,,4309.46,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6138-PRO,Professional Services,Consolidated,0,0,,3464.74,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6158-TRA,Travel,Consolidated,0,0,,2018.04,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6477-DEP,Depreciation,Consolidated,0,0,,3027.52,,
2025-07-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6951-OTH,Other Operating,Consolidated,0,0,,2836.84,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,174301.49,41804.43,117782.19,,177478.52,123165.12
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6393-PAY,Payroll & Benefits,Consolidated,0,0,,67505.02,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6178-SAL,Sales & Marketing,Consolidated,0,0,,19708.05,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6760-RES,Research & Development,Consolidated,0,0,,9292.02,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6984-CLO,Cloud Infrastructure,Consolidated,0,0,,5230.43,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6975-G&A,G&A,Consolidated,0,0,,5205.54,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6192-PRO,Professional Services,Consolidated,0,0,,3619.30,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6729-TRA,Travel,Consolidated,0,0,,1777.03,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6708-DEP,Depreciation,Consolidated,0,0,,3226.77,,
2025-08-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6619-OTH,Other Operating,Consolidated,0,0,,2218.03,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,179193.13,44339.85,120991.82,,183333.94,123296.87
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6493-PAY,Payroll & Benefits,Consolidated,0,0,,66645.93,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6573-SAL,Sales & Marketing,Consolidated,0,0,,23981.38,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6694-RES,Research & Development,Consolidated,0,0,,10061.02,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6667-CLO,Cloud Infrastructure,Consolidated,0,0,,5179.22,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6910-G&A,G&A,Consolidated,0,0,,4649.30,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6856-PRO,Professional Services,Consolidated,0,0,,2624.21,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6142-TRA,Travel,Consolidated,0,0,,1566.42,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6560-DEP,Depreciation,Consolidated,0,0,,3150.23,,
2025-09-01,2025,2025-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6929-OTH,Other Operating,Consolidated,0,0,,3134.11,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,179723.86,44847.21,121124.51,,182740.20,123871.88
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6685-PAY,Payroll & Benefits,Consolidated,0,0,,69603.75,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6767-SAL,Sales & Marketing,Consolidated,0,0,,20144.82,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6292-RES,Research & Development,Consolidated,0,0,,9555.18,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6429-CLO,Cloud Infrastructure,Consolidated,0,0,,5283.48,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6719-G&A,G&A,Consolidated,0,0,,5654.58,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6587-PRO,Professional Services,Consolidated,0,0,,2703.70,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6613-TRA,Travel,Consolidated,0,0,,1969.01,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6254-DEP,Depreciation,Consolidated,0,0,,2818.13,,
2025-10-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6163-OTH,Other Operating,Consolidated,0,0,,3391.86,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,187255.78,47028.68,125135.11,,195165.72,125513.96
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6561-PAY,Payroll & Benefits,Consolidated,0,0,,68983.57,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6205-SAL,Sales & Marketing,Consolidated,0,0,,23895.94,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6930-RES,Research & Development,Consolidated,0,0,,9240.21,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6957-CLO,Cloud Infrastructure,Consolidated,0,0,,6075.88,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6451-G&A,G&A,Consolidated,0,0,,4561.76,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6831-PRO,Professional Services,Consolidated,0,0,,2926.22,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6186-TRA,Travel,Consolidated,0,0,,2600.15,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6616-DEP,Depreciation,Consolidated,0,0,,3290.34,,
2025-11-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6761-OTH,Other Operating,Consolidated,0,0,,3561.04,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,208885.36,50427.01,135484.99,,220379.60,135504.20
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6276-PAY,Payroll & Benefits,Consolidated,0,0,,75987.84,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6140-SAL,Sales & Marketing,Consolidated,0,0,,25605.82,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6353-RES,Research & Development,Consolidated,0,0,,9686.47,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6824-CLO,Cloud Infrastructure,Consolidated,0,0,,7447.09,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6548-G&A,G&A,Consolidated,0,0,,5028.20,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6549-PRO,Professional Services,Consolidated,0,0,,2957.72,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6636-TRA,Travel,Consolidated,0,0,,2761.08,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6635-DEP,Depreciation,Consolidated,0,0,,3613.70,,
2025-12-01,2025,2025-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6724-OTH,Other Operating,Consolidated,0,0,,2397.07,,
